case_id,justice_id,turn_position,justice_utterance,preceding_speaker,preceding_context,side_addressed,label
2023_22-429,j__clarence_thomas,4,"Well, do you admit, though, that it would be easier to simply moot this out and wait on a suit that is still pending for another round to discuss standing?",Adam G. Unikowsky,"Well, Respondent has withdrawn her suit. I mean, she hasn't promised not to bring new suits in the future. And if she doesn't, another plaintiff presumably will. Respondent's position is that any person with a disability with accessibility needs in America who visits a website can bring a lawsuit, so, presumably, another plaintiff will come forward and -- and start bringing the same claims.",0,1
2023_22-429,j__clarence_thomas,182,You're not saying that we don't have jurisdiction over the case as I understand you. You're simply saying that we should exercise our discretion not to decide the standing issue?,Erica L. Ross,"Mr. Chief Justice, and may it please the Court: As the questions this morning make clear, this is an unusual case. At the time we filed our brief, we flagged serious concerns about whether the case was moot. Now, as I take my friend to agree, it's clearly moot. We have not only a plaintiff who no longer seeks to litigate her claims, a defendant who no longer owns the hotel, but also a website that is no longer lacking the relevant information. Rather than decide the more difficult standing question in this highly artificial posture, the Court should exercise its discretion to vacate the First Circuit's decision and dismiss the case as moot under Munsingwear. At a minimum, if the Court exercises its discretion to address standing, it should hold that Respondent lacks standing for a narrow reason. Her claim to standing depends on her view that Title III and the Reservation Rule give her a freestanding right to information, akin to the right to information about housing in Havens. But the ADA and the Reservation Rule are narrower. They give individuals with disabilities a right to information in connection with the equal enjoyment of a hotel's reservation service. Because Ms. Laufer has not alleged that she would use that service in the future, she lacks standing. I welcome the Court's questions.",2,1
2023_22-429,j__clarence_thomas,261,"You started with the standing question, and you spoke of dignitary injury, and in your briefs, I think you focus on stigmatic injury. The government seems to focus on informational injury. And there seems to be a -- a difference in your characterization of the injury here. Would you spend a few minutes and explain which injury are we talking about?",Kelsi B. Corkran,"Mr. Chief Justice, and may it please the Court: There is no serious dispute that at the time Ms. Laufer filed suit, Acheson provided no accessibility information on its reservation website, thereby excluding disabled people from using its online reservation services and engaging in unlawful discrimination under the ADA. As Congress recognized, when places of public accommodation fail to take reasonable steps to make their services available to people with disabilities, they signal that disabled people are unwelcome participants in the marketplace and contribute to their day-to-day experience of being isolated, invisible, and ignored. If the Court reaches the standing question presented by Acheson, it should reject Acheson's argument that a disabled person does not experience that dignitary harm when she encounters the accessibility barrier on Acheson's website, unless she also has travel plans that are thwarted by the discriminatory treatment. For over six decades and most notably in Havens Realty, this Court has recognized that discrimination inflicts Article III injury regardless of whether the plaintiff experiences any harm beyond the unequal treatment. What it means to personally experience discrimination on the internet is a novel question, but whether the answer is the one we've offered or the one the government proposes, Havens requires a test that focuses on what the plaintiff experiences on the website, not her underlying motive in that experience or whether any downstream injuries result. Finally, I want to return to the issue the Court started with today. Mr. Unikowsky and I are both arguing before the Court on behalf of clients that have no legal interest in the outcome of this case: Ms. Laufer because she has dismissed her complaint with prejudice and will not be bringing any more ADA suits and Acheson because it no longer owns the hotel whose reservations service the suit challenged. These circumstances render the case, at minimum, a poor vehicle for reaching the standing question. I welcome the Court's questions.",1,1
2023_22-429,j__clarence_thomas,263,I guess I could think of cases in which a denial of injury doesn't go to one's dignity or to -- doesn't create this sort of a stigmatic --,Kelsi B. Corkran,"Here, we're talking about a discriminatory denial of information, so it's not a pure informational injury. The discrimination aspect of it is important because, as in Havens, it's not just that you're not getting the information; you're not getting the information for a reason that conveys that you have inferior status in society. So it's inflicting a dignitary harm that you wouldn't have from a purely informational injury.",1,1
2023_22-429,j__clarence_thomas,265,Deprivation. And it -- but it seems as though the government doesn't make that second step to the injury that you're talking about. It simply -- it's talk -- it focuses more on the information that you are deprived of in order to be able to use or to make a decision about using a hotel.,Kelsi B. Corkran,Yeah.,1,1
2023_22-611,j__clarence_thomas,2,Would you also win under the doing your -- doing their jobs test?,Allon Kedem,"Mr. Chief Justice, and may it please the Court: The dialogue between public officials and their constituents is fundamental to our democracy. Much of that conversation now takes place online, with social media platforms serving as the new town square, where public officials provide important information about what they're doing on the public's behalf and soliciting comments in return. While public officials retain First Amendment rights, use of a private social media account does not immunize an official's conduct from First Amendment or constitutional scrutiny. Under our test for state action, a public official who creates a channel for communicating with constituents about in-office conduct and then blocks a user from that channel must abide by the Constitution. This test, which focuses on how the public official is using and purporting to use that account, is consistent with this Court's precedent under which a public official who purports to act in that capacity is a state actor. It also accords with Section 1983 and the original understanding of what it means to act under color of law. The Sixth Circuit's duty and authority test, by contrast, would provide ready means for public officials to evade the Constitution. Here, for instance, it would mean that the city manager would be free to block from his Facebook page any constituent who is a member of a disfavored race, religion, or political group, free from constitutional constraint. Our test avoids that result while still leaving ample room for public officials to communicate in their personal capacities. I welcome the Court's questions.",0,1
2023_22-611,j__clarence_thomas,4,"But Ms. Karlan made the point that there were only three instances on the website there in the last case that were personal. In this case, just going through the Joint Appendix, there's quite a bit that is personal. So how would you just factually distinguish that or emphasize the fact that --",Allon Kedem,"Yes, we absolutely would, in part because, as has been pointed out, part of the job of any high-ranking executive official -- and the city manager is essentially just under the mayor in terms of being high up in city government -- part of that job is telling people about what you're doing. And what Mr. Freed was doing with his Facebook account, sometimes multiple times a day, was informing the citizens about what he, as city manager, in his role as city manager, was doing for the town and then communicating directly with constituents about that, sometimes answering their questions about the scope of his orders.",0,1
2023_22-611,j__clarence_thomas,6,-- the personal here does not override the official?,Allon Kedem,Sure.,0,1
2023_22-611,j__clarence_thomas,143,"There's quite a bit on the site about personal activities, including the battles with raccoons and other things, but Petitioner says that the balance changes somewhat during COVID, during the COVID crisis. Would you react to that and whether or not that sort of episode is enough to convert this into a -- into an official activity on this site as opposed to a personal site?",Victoria R. Ferres,"Mr. Chief Justice, and may it please the Court: This country's 21 million government employees should have the right to talk publicly about their jobs on personal social media accounts like their private-sector counterparts. As this Court addresses the question presented, this Court should adopt the Sixth Circuit's duty and authority or state official test because it complies with this Court's precedent and requires that a government employee is either exercising power possessed by virtue of state law or made possible only because he is clothed with the authority of state law. Petitioner wrongly advocates for an inherently subjective test that divorces the state action inquiry from state law. Petitioner's test will result in uncertainty and self-censorship for this country's government employees despite this Court repeatedly finding that government employees do not lose their rights merely by virtue of public employment. James Freed's Facebook account is the perfect example of the danger of Petitioner's test. Mr. Freed opened a personal Facebook count in -- account in 2008 as a college student at Indiana Wesleyan University. For 12 years, he built up the account to interact with friends, family members, and colleagues to talk about his passions and interests, including his wife, daughter, his dog, his work, and his favorite Bible passages. As he had done for over a decade while operating the account, in 2020, Mr. Freed made a private choice like any other Facebook user could do to block Petitioner and delete Petitioner's comments from the page. After being sued, Mr. Freed deactivated the page and stopped speaking to his family and friends and the public on Facebook because he did not want to lose control over his own speech by the threat of state action. Such self-censorship for government employees will not only have a negative impact on society -- on government employees themselves but as society -- in addition to society as a whole as the voices that may advance knowledge and the search for the truth will be silenced. I welcome the Court's questions.",1,1
2023_22-611,j__clarence_thomas,145,"Is that -- before you go on -- before -- before you go on, the -- just the COVID activity, though, is that -- would you consider that government speech?",Victoria R. Ferres,"Yes, Justice Thomas. So, when you look at the -- from the Joint Appendix from 15 to 24, you can see that from the time that COVID started in March of 2020 through the day that the post in which Petitioner claims he was then blocked and deleted, Mr. Freed only makes 14 posts. And just to give some context to that, from March 2019 to May of 2020, he made 451 posts. He was very clearly a very active Facebook user. And in those 14 posts --",1,1
2023_22-611,j__clarence_thomas,257,"Yes. This is probably not relevant in this case, but looming in the background is the power of Facebook itself to block these accounts. And what's curious to me is that there's that elephant in the room and we don't discuss -- we decline to discuss it in the context of private property, your -- your approach. Is there any role for consideration of the fact that Facebook could also influence who's blocked and who's not blocked?",Masha G. Hansford,"Mr. Chief Justice, the -- this Court has often looked to private property analogies, whether the property is physical or virtual, whether it's access to a public access channel in the Halleck case or the Combined Federal Campaign in Cornelius. What -- the question here is a denial of access, and we're trying to figure out if this is an exercise of state power. And -- but you don't need any state power to block someone on Facebook. This is not a case where you -- it's an officer wearing a uniform flashing a badge and the blocking is somehow more effective before -- because you're an officer. So we think the analogy is fully on point, even though it's virtual, not physical.",1,1
2023_22-324,j__clarence_thomas,2,"Counsel, if you had the exact same exchange here but from a -- an official site of the school board, would it make a difference?",Hashim M. Mooppan,"Mr. Chief Justice, and may it please the Court: Individuals who hold public office are still private citizens too. When acting in their personal capacity, they retain their First Amendment rights to decide who can participate in a community discussion that they host at their own property. They are thus free to block users from their personal social media pages, unless they chose to operate those pages in their official capacities instead. The only principled and workable test to determine the capacity in which they acted is to ask whether they exercised any duties or authorities of their job. And the answer is plainly no where, as here, the state itself did not control or even facilitate their operation of the pages. The officials thus wielded no greater rights or privileges than any other private citizen denying access to their own property. The Ninth Circuit instead held that even if an official was not actually doing her job, state action exists so long as the pages' appearance made it look like she was. But that type of reasonable observer inquiry is incapable of consistent application. It is also fundamentally misguided because the official's power to block does not invoke the pages' appearance at all. Respondents alternatively insist that Petitioners were doing their jobs simply because they used the pages to communicate about their jobs. But that is the type of excessively broad job description this Court has repeatedly rejected. Because officials can operate such pages in either capacity, the state action test should require clear and objective evidence that is capable of differentiating between the two. That is essential to preserving the robust sphere of individual liberty the doctrine is meant to protect. I welcome this Court's questions.",0,1
2023_22-324,j__clarence_thomas,4,Okay. So let's assume that the official has discretion to either -- the option to either do this on the school site or -- the school board site or on the personal computer. What's the difference in what the communication is?,Hashim M. Mooppan,"Yes, Your Honor. That would be state action because that would be exercising the power --",0,1
2023_22-324,j__clarence_thomas,6,"Well, let's -- let's talk about that just briefly. What if the -- you can access the site remotely from Petitioners' computer at home, but it is the school board's site and it's not on the government's computer?",Hashim M. Mooppan,"So, in your first hypothetical, the power that's being wielded is the power to exclude someone from government property. Just like if it was a government building, the power to block someone from entering main Justice is a -- is state action. In the actual case, what is happening is being excluded from private property. And the power to exclude someone from private property is private.",0,1
2023_22-324,j__clarence_thomas,222,"What exactly is the property? The contract talks about terms of services, I guess, with -- I'm not a Facebook person, but I assume it -- they would not consider this service a property. So what exactly is a property?",Sopan Joshi,"Mr. Chief Justice, and may it please the Court: We agree with Petitioners that duty and authority is the right way to figure out in what capacity a -- a public employee defendant is acting, but we think the Court should focus on the subset of cases involving a denial of access to property. In those cases, if the defendant is exercising an official duty to provide access, like hosting an official school board meeting, of course, that's state action. It doesn't matter where it happens. But, for other kinds of duties, and most important, where it's ambiguous, where it's the kind of thing a private citizen could do but also within a broad description of the official's responsibilities, there, we think the nature of the property should be all dispositive. So, if the defendant denies access to government property, probably state action. If the defendant denies access to her own personal property, she's probably acting in her capacity as a private property owner, not as an agent of the state. And that framework, especially insofar as it provides a default rule for hard cases, we think, is more consistent with the state -- with the purposes of the state action doctrine, will resolve these cases today and others like them, and will avoid the need for this Court to set forth a one-size-fits-all broader duty and authority test of -- of broader applicability. I welcome the Court's questions but happy to talk about --",0,1
2023_22-324,j__clarence_thomas,224,"So did -- would you -- just to follow up, do you think that you have to take into consideration the role of the -- of the provider, Facebook, too, since they can also evict you from this room that you're in or this account?",Sopan Joshi,"Well, I think the property, it's a form of virtual property. But it is the account. You can post speech on there. You can have conversations on there. You can open it up to -- to everyone or just to friends. It is a form of -- of virtual property. It's like a virtual -- I -- I hate to use the word ""forum"" because that term is sort of overloaded in this context, but it's a -- it's a virtual forum of sorts. It's no different from, say, a hotel that offers its ballrooms for rent to people and you might sign a contract and have terms of service. But, when you take that hotel, you have a certain degree of control. You have one of the sticks in the bundle of property sticks and you can choose who gets invited, what you do there. This is just a virtual space of the same sort.",0,1
2023_22-324,j__clarence_thomas,305,"Ms. Karlan, the Petition -- Petitioners here and Respondents in the next case make much of the fact that if your broad definition of a state action is accepted, that it would actually reduce speech by public officials. I'd like your reaction to that.",Pamela S. Karlan,"Mr. Chief Justice, and may it please the Court: I have three points to make. First, the district court found as a factual finding based on Petitioners' own testimony that ""receiving feedback from constituents is an important part of their duties as trustees."" California law, both decisional and constitutional and statutory, the PUSD bylaws, to which I'll return in a moment, and the content and appearance of the page confirms that the finding -- the district court's finding that these pages were ""used as a tool of governance."" Because the trustees were doing their job when they maintained and then blocked Dr. and Mrs. Garnier from these pages, this case fits comfortably within this Court's declaration in West and Lugar that state employment is generally sufficient to render the defendant a state actor. Second, the record in the district court contains O'Connor-Ratcliff's entire Facebook feed from the time she joined the -- the board through summary judgment. Of the hundreds of posts, I found only three that were truly non-job-related. Not only were the posts all related to her job as PUSD trustee, but the district court found that the content of many of the posts was possible only because, as a trustee, she was, in the district court's words, ""clothed with the authority of state law."" For example, O'Connor-Ratcliff's official position was why she could enter into classrooms during instructional time all over the district, something that would get anybody who was a private citizen arrested. Not only did she use these pages to provide information about her official activities that was available nowhere else, but she frequently solicited feedback from the public on board-related issues and used the word ""we"" to do so. And I'd like to direct the Court to page 48 -- 46, Note 12 of the red brief, where we cite the requirement by the board that you have a disclaimer if you're speaking in your personal capacity. She never put that disclaimer anywhere. Instead, she asked people to contact her using her official government email account. And, third, the pages at issue here are in no sense campaign pages. The district court rejected that argument on pages 114 to 115 of the petition appendix. She did have a campaign website. That website had a personal email address, unlike her official email address here. I welcome the Court's questions.",1,1
2023_22-585,j__clarence_thomas,2,"Before we get to the choice between Barker and Mathews, isn't there the -- an antecedent question as to whether or not there's any constitutional requirement for additional hearings in the context of forfeiture?",Shay Dvoretzky,"Mr. Chief Justice, and may it please the Court:  The question presented is narrow: Should courts apply Mathews or Barker to assess the sufficiency of process in civil forfeiture proceedings? The answer is Mathews.  Mathews is the default due process standard for civil cases and for good reason. It assesses both the private and governmental interests to guard against unreasonable risks of error. And the Court has consistently applied it to determine whether more process is due, including in Good, another civil forfeiture case.  Respondents prefer Barker because Barker's answer is always no additional process. But Respondents' primary argument is just that $8,850 and Von Neumann already decided the question, not that Barker makes sense and Mathews doesn't. Respondents are wrong. As the Second and Sixth Circuits have explained in adopting Mathews over Barker, $8,850 and Von Neumann concern the length of time for a final disposition rather than the need for an interim hearing. The litigants in $8,850 and Von Neumann also were not claiming innocence, so they were not seeking and the Court did not address retention hearings.  Only Mathews can answer the sufficiency of process question. The courts of appeals and state supreme courts that have addressed the question presented have overwhelmingly chosen Mathews over Barker. Although the Court need not go beyond the methodological question presented and apply the Mathews factors, the point of Mathews is to -- is to ensure that laws adequately protect the Constitution's fundamental due process guarantee, taking into account the private and governmental interests at stake. It's not to micromanage state legislatures.  The easiest way for a jurisdiction to ensure its laws comport with due process, as the Second and Sixth Circuits have explained, is generally to offer a reasonably prompt post-seizure hearing to allow claimants to raise an innocent owner argument. Indeed, numerous states have done just that, and their experience makes clear, contrary to Respondents' contentions, that retention hearings are workable and effective.  I welcome the Court's questions.",0,1
2023_22-585,j__clarence_thomas,4,"Well, the reason I ask that is because you seem to assume that a -- an additional hearing is required.",Shay Dvoretzky,"Justice Thomas, I think that that question is what Barker or Mathews, depending on which test this Court would choose as the answer --",0,1
2023_22-585,j__clarence_thomas,6,"Well, let me ask you this. In your case, if you had filed a motion for summary judgment a week after the property had been taken or the process had begun, forfeiture proceedings began, would -- would you be here?",Shay Dvoretzky,"We're not assuming that an additional hearing is required. We're saying that Mathews is the way to analyze whether an additional hearing is required. Mathews is the test that the Court has applied in cases like Good, where a litigant comes forward and says the process being provided in this case, as in Good, no hearing, is insufficient. And the way to think of that under Mathews is to say, well, what are the private interests in a hearing, what are the governmental interests on the other side, and what would be the value of additional process?",0,1
2023_22-585,j__clarence_thomas,8,"Why? You would have your property back because you -- you won on summary judgment, right?",Shay Dvoretzky,I think -- I think we would be here.,0,1
2023_22-585,j__clarence_thomas,10,"But what would be your -- if you got your property back, what would be the constitutional problem? What would be the due process problem?",Shay Dvoretzky,"We -- we won on summary judgment after going through discovery with the state, which, by the way, the state took five months to respond to our discovery requests. Summary judgment, we -- we would have won, but due process is an affirmative guarantee that requires more than the possibility that a judge would expedite summary judgment. There's no --",0,1
2023_22-585,j__clarence_thomas,12,So --,Shay Dvoretzky,"If we had promptly gotten our property back in a -- measured by days or weeks rather than months or years, then, in that situation, I think we probably would not have a constitutional claim.",0,1
2023_22-585,j__clarence_thomas,14,"-- here's my problem: You say that you could have -- under Alabama's proceed -- procedures, you could have gotten your property back in a reasonable time.",Shay Dvoretzky,But the due --,0,1
2023_22-585,j__clarence_thomas,16,You could have.,Shay Dvoretzky,I -- I -- I dis---,0,1
2023_22-585,j__clarence_thomas,121,"The -- in Neumann, there was a petition for remission. How similar is your retention to that?",Shay Dvoretzky,And so --,0,1
2023_22-585,j__clarence_thomas,123,"Well, I understand that, but it seems as though the -- a proceeding, short of the forfeiture proceedings determination in Neumann, the Court said it was unnecessary to sustain constitutional stature of the forfeiture. It wasn't -- you did not need that intervening process of remission.  I don't -- and I don't see how that's different from your intervening retention proceeding.",Shay Dvoretzky,"It -- it is fundamentally different because the petition for remission is essentially -- it's like a request for a pardon. The petition for remission, the premise of that is that the government has the right to keep the -- the property, but the claimant is -- is asking for -- for mercy, for forgiveness, essentially.  At a retention hearing, what would be assessed is, first, as we were discussing earlier, what is the government's probable -- what is the probable validity of the government's right to retain the car, and then, second, apart from that, and -- and along the lines of what I was discussing with the Chief Justice, what -- what might be the government's interest in retaining the property anyway?  Or what might be the government's interest in otherwise ensuring that the property, even if the -- the owner gets it back, is still available at the end of the forfeiture proceeding should it be needed?",0,1
2023_22-585,j__clarence_thomas,125,Thank you.,Shay Dvoretzky,"Justice Thomas, I think it's because, in Von Neumann, you had the remission proceeding, but the remission proceeding was entirely discretionary, whereas, here, Alabama has created this innocent owner defense, which is not discretionary, it's a substantive right that owners have to retain their cars if they are innocent, and it's that innocent owner defense that gives rise to additional due process protections needed to realize the right that the state has created.",0,1
2023_22-585,j__clarence_thomas,200,"But you criticize the use of Mathews, but Barker is a speedy trial act case, so that would seem to also be an ill fit for determining whether or not you should have an additional hearing.","Edmund G. LaCour, Jr.","Mr. Chief Justice, and may it please the Court:  Forfeiture has been a critical tool for deterring crime since before the framing, and both history and precedent show what post-seizure process is due to those whose property has been seized.  From the Collection Act of 1789 and Slocum to $8,850 and Von Neumann, the answer is clear. If the forfeiture proceeding is instituted and concluded promptly, then the forfeiture proceeding without more provides the post-seizure hearing required by due process. Now Petitioners assert that another post-seizure hearing is required, a mini-trial mere days or weeks after seizure, and in their telling, the federal government and the states have been violating fundamental rights for centuries with no one noticing until just a few years ago.  But their view cannot be squared with history or precedent, and their own cases show why a timely forfeiture proceeding is the meaningful opportunity to be heard at a meaningful time.  Only the timeliest test embodied in Barker v. Wingo accounts for the striking diversity among forfeiture cases. Some will be simple and others will involve wide-ranging investigations. Some claimants will vigorously press their rights and others will default.  As long as claimants can appear before judges promptly, then judges can strike that proper balance in each fact-bound case.  Now I've heard my friend today say essentially don't trust judges to be judges.  And so, instead, they invoke Mathews to have federal courts act as legislatures in handing down new Rules of Civil Procedure for all 50 states and the federal government. But Barker best accounts for what should be the dispositive fact in these cases. The Petitioners were before state courts within two weeks of seizure, yet they ignored that process for over a year. Petitioners received all the process they were due, and this Court therefore should affirm.  I welcome the Court's questions.",1,1
2023_22-585,j__clarence_thomas,202,I think --,"Edmund G. LaCour, Jr.","I don't think so, Your Honor. In $8,850, the Court considered multiple ways to measure speed. And the Barker factors are exactly the sorts of factors you imagine any judge would look to whether or not Barker had ever been decided. How long has this taken? Why has it taken so long? Is the claimant pushing her rights? And has there been any prejudice? So I -- I think it makes sense why $8,850 adopted that test. And I don't think Petitioners have asked for it to be set aside in this case. So it should not be --",1,1
2023_22-585,j__clarence_thomas,204,-- it seems that Petitioner is not talking as much about a timing issue as whether or not there should be an additional right vindicated. And Barker seems to focus on timing as opposed to whether the additional right exists at all.,"Edmund G. LaCour, Jr.",-- cast aside.,1,1
2023_22-585,j__clarence_thomas,328,"Ms. Reaves, there's -- there have been quite a few questions that say maybe something substantively goes wrong in this process. How would you address that, assuming that the forfeiture proceedings are timely?",Nicole F. Reaves,"Mr. Chief Justice, and may it please the Court:  I think it may be helpful for me to lay out how the federal government sees this case. In our view, the Court has already found, as indicated in $8,850 and Von Neumann, that the only process a claimant is entitled to after personal property is seized is a timely final forfeiture hearing. If this Court is of the view that it has not yet addressed that issue, it should now. And it should hold that a claimant has no right to an interim post-seizure hearing. History and tradition support that rule. At the time of the founding, there was no right to an early hearing when property was seized. Only a timely forfeiture hearing was required. That approach has prevailed for nearly 250 years.  The hearings that Petitioners request would upend that history, be extremely onerous, and would require more process for the pretrial deprivation of property than the pretrial detention of persons.  Finally, if the government disagrees with our front-line position, while we think that $8,850 is the better fit for Petitioners' particular claims, the government is largely ambivalent about whether Eldridge or $8,850 applies to determine whether an interim hearing is required in a given case.  But, either, way this Court's decision should emphasize that the public and government interests identified in $8,850 and Pearson Yacht will often weigh strongly against allowing such a hearing. I welcome the Court's questions.",1,1
2023_22-451,j__clarence_thomas,2,"Mr. Clement, you heard the government's, the General  -- General's arguments with respect to the use of mandamus as a basis for sort of deference. Could you comment on that?  Because my understanding of mandamus is that a duty has to be clear before it actually lies, but I'd like your comment on that.",Paul D. Clement,"Mr. Chief Justice, and may it please the Court:  This case well illustrates the real-world costs of Chevron, which do not fall exclusively on the Chevrons of the world but injure small businesses and individuals as well. Commercial fishing is hard. Space onboard vehicle -- vessels is tight, and margins are tighter still. Therefore, for the -- for the  --for my clients, having to carry federal observers on board is a burden, but having to pay their salaries is a crippling blow. Congress recognized as much by strictly limiting the circumstances in which domestic fishing vessels could be saddled with monitoring costs and capping them at 2 to 3 percent of the value of the catch. But the agency here showed no such restraint, requiring monitoring on 50 percent of the trips at a cost of up to 20 percent of their annual returns. Nonetheless, the court below deferred to the agency because it viewed the statute as silent on the ""who pays"" question. There is no justification for giving the tie to the government or conjuring agency authority from silence. Both the APA and  constitutional avoidance principles call for de novo review, asking only what's the best reading of the statute. Asking, instead, is the statute ambiguous is fundamentally misguided. The whole point of statutory construction is  to bring clarity, not to identify ambiguity. The government defends this practice not as the best reading of the APA but by invoking stare decisis. That is doubly problematic. First, at issue here is only Chevron's methodology, which is entitled to reduced stare decisis effect. We have no beef with Chevron's Clean Air Act holding, and we could not take issue with its APA holding because it failed to mention that statute. But, second, all the traditional stare decisis factors point in favor of overruling Chevron's methodology. The doctrine is  unworkable as its critical threshold question of ambiguity is hopelessly ambiguous. It is also a  -- a reliance-destroying doctrine because it facilitates agency flip-flopping. So the reality here is the Chevron two-step has to go and should be replaced with only one question:  What is the best reading of the statute?  I welcome the Court's questions.",0,1
2023_22-451,j__clarence_thomas,100,How do you  --how do we discern statu tory --delegation from statutory silence?,Elizabeth B. Prelogar,"Thank you, Mr. Chief Justice, and may it please the Court:  Throughout this litigation and at times this morning, Petitioners have sought to characterize this case as presenting  a fundamental question of the separation of powers and a test of Article III:  Will courts continue  to say what the law is?  But I think, stepping back, I want to make sure that what doesn't get lost in the shuffle is that Petitioners have made an important concession that I think illustrates  that the issue here is actually far narrower and that their attacks on Chevron lack merit and are unnecessary. The concession is this:  Petitioners acknowledge that Congress can expressly delegate to agencies the authority to define statutory terms and fill gaps. Imagine, for example, if the statute said, in Chevron, ""stationary source"" as defined by the Administrator. I take both Petitioners to give that up and recognize that is a delegation and courts should respect that. The role of the court in that circumstance is to make sure that the agency has followed the proper procedures and stayed what -- within whatever outer bounds Congress itself has set. And all of that complies with the Constitution, of course, because Congress has  Article I authority to delegate gap-filling authority to agencies, and the executive has core Article II authority to fill in those gaps. That's a core exercise of the executive power. And then the Article III courts are just fulfilling their judicial role when they give effect to what Congress has done in its choice to rely on the agency in that regard. But I think what all of this shows is that the constitutional attacks on Chev ron and the suggestion that it's egregiously wrong in that regard lack merit because there is no constitutional distinction between that kind of express delegation and the delegations recognized in Chevron. If Congress can expressly vest an agency with authority to interpret the law through an express delegation, then it can do the same thing implicitly, especially in a world where Congress has to provide the agency with the express authority to carry the statute into operation with the force and effect of law. Now we can debate, of course, whether Chevron drew the right line in identifying exactly when these delegations have occurred. I think the Court got that right for all of the reasons I tried to explain this morning. But I  think it's important to recognize that that debate doesn't have a constitutional dimension to it that falls out of the equation. Instead, it's just a question of whether the Court drew the right line in identifying when a delegation has occurred. And if you recognize that, then I think what's left over are the practical concerns that have been raised about Chevron. And I don't want to diminish the force of the concerns that some members of the Court have articulated, but I also think that those concerns are manageable. The Court could do in this case what it did in Kisor. It could clarify and articulate the limits of Chevron deference without taking the drastic step of upending decades of settled precedent. And I think that's the right thing to do here. You know, my -- my friends in their briefs both said judges should aspire to be like umpires, calling balls and strikes. But stare decisis is part of the rules of the game here too. And in this case, I think all of the stare decisis factors counsel in favor of retaining Chevron. I welcome the Court's questions.",1,1
2023_22-6389,j__clarence_thomas,2,"Mr. Green, didn't we say in McNeill that looking at the statute is a backward-looking exercise?",Jeffrey T. Green,"Mr. Chief Justice, and may it please the Court: Once more we confront the Armed Career Criminal Act, this time with regard to which drug schedules a sentencing court is to consult in order to determine whether a prior state drug crime is a match with those federal schedules and, thus, either is or is not a predicate under the ACCA. We submit that the sentencing court should use the schedules that are current at the time of sentencing. That is because, at its core, the ACCA is a sentencing enhancement. It is not a crime unto itself. And this Court has said that the ordinary practice is to apply current law, including at sentencing. There's no reason to deviate from that ordinary practice here. The statute is phrased in uniformly present terms. The goal of the ACCA is to incapacitate only the most serious offenders. And, finally, to do otherwise, as the government suggests, would be to ignore entirely Congress's choice to change those drug schedules with the 2018 Farm Bill. With that, I invite the Court's questions.",0,1
2023_22-6389,j__clarence_thomas,4,"Let me ask you a question, and then I'll let you go, but what if just say, using your logic and your approach, there was a crime, some -- a -- a state offense that was not on the schedule, it was not included on the controlled substance schedule, but then, subsequently, after the commission of the state crime but before sentencing, it's added? How would you -- how would that work under your logic or your approach?",Jeffrey T. Green,"You certainly did, Justice Thomas. And McNeill, however, is actually a complement in some sense for this case, not a barrier, and the reason why I say that is that McNeill looked at the historical facts of the state crime. We are now engaged in the present-tense effort to figure out what the federal sentence should be, including a potential ACCA mandatory minimum enhancement. McNeill acknowledged, as I just said, that the statute is phrased in the present tense, but McNeill found a particular problem, and that was that if a state reformulates its criminal laws -- and the Court pointed to a Sixth Circuit case about how to assess drug weight -- different prior state crimes could disappear because a court couldn't figure out under the new formulations what the maximum sentence would be.",0,1
2023_22-6389,j__clarence_thomas,84,Subsection (e)(1) says that in the case of a person who violates Section 922(g) of this title and has three previous convictions. So we're talking about the previous convictions. Why would we look at a current interpretation -- or a current violation to determine whether or not the previous conviction was -- fit within the statute?,Andrew L. Adler,"Mr. Chief Justice, and may it please the Court: The 922(g) offense is what triggers ACCA's penalties. The government, therefore, agrees that courts must apply ACCA's criteria in effect at the time of the 922(g) offense, not the prior conviction. For example, if Congress amended ACCA's criteria to delete burglary and someone then committed a 922(g) offense, all agree that a prior burglary conviction would not be an ACCA predicate, even if it was one at the time it occurred. The only question here then is whether ACCA's controlled substance criterion somehow warrants different treatment. And it does not. That criterion expressly incorporates the substances on the federal schedules. Under basic rules of statutory construction, that means the substances are effectively written into ACCA itself. So where a substance is removed from the schedules before the 922(g) offense, it is also removed from ACCA's coverage, no less than burglary in the hypothetical. I welcome the Court's questions.",0,1
2023_22-6389,j__clarence_thomas,86,So you don't think there's any difference between the reference to the schedule and actually amending the underlying statute?,Andrew L. Adler,"So, Your Honor, that is the language that this Court interpreted in McNeill, and when it did so, it was referring to the historical attributes of the state law conviction. McNeill said nothing about the federal comparator against which we are comparing those attributes. And that question is governed by the default principle, the time-of-offense principle with which -- the government and we agree on that. So it's an entirely different question here. Previous conviction, that's something that's already happened. So, of course, we're going to look at the law in effect at the time of the prior. The government is not arguing to you as I understand it that we should be looking at the federal criteria in effect at the time of the prior conviction. What I understand the government to be saying is that somehow this controlled substance criteria in ACCA is somehow different than every other criteria. That's why the burglary hypothetical is correct because, even though the burglary qualified under ACCA at the time it occurred, it -- Congress is revising its judgment and saying we no longer think burglary should count. So, if that happens by the time of the 922(g) offense, then everyone agrees, I believe the government agrees, that that burglary should not qualify. So it's important to recognize that McNeill was addressing a completely different question than is presented in this case. That's why it was such an easy case, we say.",0,1
